"año";"sector";"actividad";"subactividad";"categoria";"id_ipcc";"tipo_de_gas";"valor_en_toneladas_de_co2e"
"2017";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Cambio de carbono en suelos";"Mineralización de N por pérdida de materia orgánica de suelos";"3D1e";"N2O";"0.72"
"2018";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Cambio de carbono en suelos";"Mineralización de N por pérdida de materia orgánica de suelos";"3D1e";"N2O";"0.71"
"2019";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Cambio de carbono en suelos";"Mineralización de N por pérdida de materia orgánica de suelos";"3D1e";"N2O";"0.63"
"2020";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Cambio de carbono en suelos";"Mineralización de N por pérdida de materia orgánica de suelos";"3D1e";"N2O";"0.70"
"2021";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Cambio de carbono en suelos";"Mineralización de N por pérdida de materia orgánica de suelos";"3D1e";"N2O";"0.82"
"2022";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Cambio de carbono en suelos";"Mineralización de N por pérdida de materia orgánica de suelos";"3D1e";"N2O";"0.99"
"1990";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.05"
"1991";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.05"
"1992";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.05"
"1993";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.05"
"1994";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.08"
"1995";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.08"
"1996";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.14"
"1997";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.14"
"1998";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.14"
"1999";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.19"
"2000";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.19"
"2001";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.20"
"2002";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.19"
"2003";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.24"
"2004";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.28"
"2005";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.25"
"2006";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.31"
"2007";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.29"
"2008";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.26"
"2009";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.25"
"2010";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.33"
"2011";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.36"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.30"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.33"
"2014";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.33"
"2015";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.25"
"2016";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.38"
"2017";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.41"
"2018";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.48"
"2019";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.53"
"2020";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.60"
"2021";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.65"
"2022";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"3D2ai";"N2O";"0.55"
"1990";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"1991";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"1992";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"1993";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"1994";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"1995";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"1996";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"1997";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"1998";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"1999";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2000";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2001";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2002";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2003";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2004";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2005";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2006";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2007";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2008";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2009";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2010";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2011";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2014";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2015";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2016";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2017";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2018";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2019";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2020";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2021";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"2022";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos Lecheros";"3D2aii1a";"N2O";"0.01"
"1990";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.01"
"1991";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.01"
"1992";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.01"
"1993";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.01"
"1994";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.01"
"1995";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.01"
"1996";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.01"
"1997";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.01"
"1998";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.01"
"1999";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.01"
"2000";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.01"
"2001";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.02"
"2002";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.04"
"2003";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.06"
"2004";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.08"
"2005";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.10"
"2006";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.11"
"2007";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.13"
"2008";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.14"
"2009";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.13"
"2010";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.12"
"2011";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.11"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.10"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.10"
"2014";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.10"
"2015";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.11"
"2016";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.11"
"2017";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.10"
"2018";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.10"
"2019";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.10"
"2020";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.10"
"2021";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.10"
"2022";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Bovinos de Carne";"3D2aii1b";"N2O";"0.10"
"1990";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"1991";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"1992";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"1993";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"1994";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"1995";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"1996";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"1997";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"1998";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"1999";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"2000";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"2001";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"2002";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"2003";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"2004";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"2005";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"2006";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"2007";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.01"
"2008";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.02"
"2009";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.02"
"2010";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.02"
"2011";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.02"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.02"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.02"
"2014";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.03"
"2015";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.03"
"2016";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.03"
"2017";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.03"
"2018";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.03"
"2019";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.03"
"2020";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.03"
"2021";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.03"
"2022";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii3";"N2O";"0.03"
"1990";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.01"
"1991";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.01"
"1992";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.01"
"1993";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.01"
"1994";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.01"
"1995";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.01"
"1996";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.01"
"1997";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.01"
"1998";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.01"
"1999";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.01"
"2000";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.02"
"2001";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Fertilizantes orgánicos";"Otras Ganaderías";"3D2aii4g";"N2O";"0.02"
